"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSGACT00000009297.1",15.7783131960632,1.80123563386806,0.403885135014098,4.45977204336869,8.20468711126338e-06,0.0232657577518392
"ENSGACT00000009936.1",20.271535203578,-1.56381170717968,0.343652748996775,-4.55055782834536,5.35038794620911e-06,0.0232657577518392
"ENSGACT00000011656.1",23.6795391056028,0.562850400382046,0.12594547318298,4.46900064097031,7.85858952587255e-06,0.0232657577518392
"ENSGACT00000000709.2",27.8120365062299,0.559297533609969,0.140567473226263,3.97885457263433,6.92480799969095e-05,0.0284194141729798
"ENSGACT00000001352.1",20.234392920244,1.92452994279531,0.448411133135769,4.29188706653411,1.77161052260469e-05,0.0284194141729798
"ENSGACT00000002082.1",13.1390528484825,1.42412829718913,0.333266588962354,4.27324053582223,1.9265243578936e-05,0.0284194141729798
"ENSGACT00000002350.1",13.3065012394747,-1.07576361389879,0.254792930704172,-4.2221093455211,2.42026639249623e-05,0.0284194141729798
"ENSGACT00000002602.1",9.35749609680212,1.62752300325485,0.40222541569614,4.04629578277163,5.20344778917155e-05,0.0284194141729798
"ENSGACT00000003336.1",25.7989883816993,1.38235320966444,0.345122964423362,4.0053933008315,6.19143770944615e-05,0.0284194141729798
"ENSGACT00000006054.1",30.0901796249961,0.938650167869779,0.2292365178213,4.09467992617781,4.22752004027247e-05,0.0284194141729798
"ENSGACT00000008170.1",25.8818449463166,-0.658634112381584,0.163507317633333,-4.02816290986181,5.62143873704426e-05,0.0284194141729798
"ENSGACT00000009959.1",10.7881541907332,1.88614289120566,0.47431300901434,3.97657845211796,6.99139407333904e-05,0.0284194141729798
"ENSGACT00000014892.1",10.2808103261836,-0.880985130807957,0.219647288551132,-4.01090829128478,6.04856033742079e-05,0.0284194141729798
"ENSGACT00000016651.1",74.647288086088,-0.657186965366754,0.164422080756657,-3.996950788741,6.41636331971461e-05,0.0284194141729798
"ENSGACT00000016766.1",16.8620165969444,1.30025850823666,0.319203635166081,4.07344517727731,4.63227593372915e-05,0.0284194141729798
"ENSGACT00000023607.2",63.1493033173424,1.00179268147532,0.251975149640736,3.97575984339593,7.01548956897349e-05,0.0284194141729798
"ENSGACT00000023686.1",35.2357631142015,1.66741902836203,0.406740304927212,4.09946840321226,4.14100197383772e-05,0.0284194141729798
"ENSGACT00000024394.1",40.2551804486248,0.629103819990457,0.152978418444857,4.11236974722174,3.91618427242643e-05,0.0284194141729798
"ENSGACT00000024846.1",20.9622302672276,-1.35757571850679,0.336471916635461,-4.03473708023486,5.46634721009137e-05,0.0284194141729798
"ENSGACT00000025449.2",21.5041654024545,0.554036623472574,0.130087955355918,4.25893866927756,2.05399811281818e-05,0.0284194141729798
"ENSGACT00000025649.1",22.9708230772416,0.652881640151374,0.163913815904991,3.98307876945408,6.80281953669301e-05,0.0284194141729798
"ENSGACT00000008206.1",21.0375616457816,0.711373366272118,0.181677084072057,3.91559216125448,9.01825862644571e-05,0.0348719664250789
"ENSGACT00000010686.1",42.0257105735354,1.49952481614109,0.384436561514622,3.90057805697042,9.59632783783619e-05,0.0354938960506402
"ENSGACT00000003007.1",30.4358498676525,0.89992624633232,0.234042229710252,3.84514473070284,0.000120481305760982,0.038565801007324
"ENSGACT00000003160.1",20.8610358229665,-0.582481815079061,0.151638054336025,-3.84126410503989,0.000122402330692106,0.038565801007324
"ENSGACT00000023545.1",20.7917870989824,1.43633789317336,0.373503151320458,3.84558440295732,0.000120265456718786,0.038565801007324
"ENSGACT00000026302.1",61.5425239148604,0.543079146666989,0.141294119854097,3.84360755584015,0.000121238827945453,0.038565801007324
"ENSGACT00000020313.1",60.3028492979536,-0.656752322693929,0.171579421271758,-3.82768701413046,0.000129353095136702,0.0393002421545686
"ENSGACT00000012541.1",8.452053675678,-0.763029212177924,0.20163322388619,-3.78424347670307,0.000154176835223047,0.0452269771462919
"ENSGACT00000000645.2",18.599301242811,1.10507750958807,0.298277612109349,3.70486239906917,0.000211505518063631,0.045838937320374
"ENSGACT00000004216.1",14.0638830756962,1.7962737311137,0.487733726142488,3.68289834152034,0.000230597135318651,0.045838937320374
"ENSGACT00000006906.1",97.5327466328872,-0.355273107992579,0.0959852409045133,-3.70133058629302,0.000214471831724005,0.045838937320374
"ENSGACT00000012063.1",55.7904922230867,0.755229451986403,0.205131635044178,3.68168201761642,0.000231700282682036,0.045838937320374
"ENSGACT00000014430.1",99.3546378971776,0.305218759730889,0.0823557509062944,3.70610135141832,0.000210474101750007,0.045838937320374
"ENSGACT00000016112.1",34.8925911375622,-0.710557079258456,0.188685041411271,-3.76583683552146,0.000165992172072874,0.045838937320374
"ENSGACT00000017128.1",21.8550041987689,0.468199273889508,0.125739832125826,3.72355574183516,0.000196436465132603,0.045838937320374
"ENSGACT00000017847.1",15.5623465568909,1.24242835167115,0.331661322844546,3.74607548753428,0.000179622560569289,0.045838937320374
"ENSGACT00000018799.1",12.3781446909168,1.17804308868573,0.318934735472943,3.69368073671508,0.000221031281670487,0.045838937320374
"ENSGACT00000019279.1",8.31936971443763,-0.808969180650092,0.215442775070313,-3.75491441003798,0.000173400723201041,0.045838937320374
"ENSGACT00000022796.1",11.5034873345188,0.936688199259748,0.250459209001776,3.73988324483252,0.000184105750249674,0.045838937320374
"ENSGACT00000022949.1",92.3972540284546,0.319098944013906,0.0860691365098616,3.70747235250054,0.000209338262583899,0.045838937320374
"ENSGACT00000023708.1",26.7162465287228,1.11611772770564,0.302926686650952,3.6844483397783,0.00022919850368891,0.045838937320374
