"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSGACT00000022676.1",22.9586779632072,2.54358810284242,0.29495866690304,8.62354081522398,6.49150240339116e-18,9.96705279016678e-14
"ENSGACT00000013169.1",3.00665553859827,5.46029373789089,0.651366881648979,8.38282370768957,5.16728400993612e-17,3.96692393442796e-13
"ENSGACT00000005314.1",58.3099182332186,1.79387303344152,0.219323570025844,8.17911651369772,2.85932529910421e-16,1.1202857447619e-12
"ENSGACT00000026300.3",29.8508268445351,2.36497766293474,0.289235685662537,8.17664548382892,2.91855085257757e-16,1.1202857447619e-12
"ENSGACT00000017642.1",597.041613848967,-0.819806738634187,0.101160710533412,-8.10400336564869,5.31796336156989e-16,1.63304018907088e-12
"ENSGACT00000017407.1",15.0202093469391,6.83932758736638,0.868859215055368,7.87161771303829,3.50084527435015e-15,8.95866305706205e-12
"ENSGACT00000009070.1",5.99352467251804,3.86124950513241,0.499935499411345,7.72349535025795,1.13182280483427e-14,2.48257247791791e-11
"ENSGACT00000011666.1",15.1017085356944,3.3189283130342,0.448438341346867,7.40108061024829,1.35080696565409e-13,2.59253626883162e-10
"ENSGACT00000019178.1",20.3923091331064,1.98700829091889,0.269137356924477,7.38287807246494,1.54903875759453e-13,2.64266012045627e-10
"ENSGACT00000006002.1",4.85007716955992,4.17639464637472,0.579148476829216,7.21126759970101,5.54333933094774e-13,7.73749382612469e-10
"ENSGACT00000012324.1",49.2707364340184,1.75041102632236,0.242301750647888,7.22409566436046,5.04447388113581e-13,7.73749382612469e-10
"ENSGACT00000001226.1",21.6604760451255,1.45852488011176,0.203316383587461,7.1736711738449,7.30128605208814e-13,9.34199550364678e-10
"ENSGACT00000019716.1",102.069672607774,-1.36686760741033,0.191318860841406,-7.14444776327305,9.03584105589181e-13,1.04858301901938e-09
"ENSGACT00000022360.1",21.6510931375283,1.49801470387097,0.209903551163926,7.13668108788249,9.56113212600713e-13,1.04858301901938e-09
"ENSGACT00000003281.1",37.5409101656155,-1.47901035430173,0.210018310596258,-7.04229240823199,1.89102451591365e-12,1.93565269448922e-09
"ENSGACT00000022436.2",105.542983977486,-1.3053610537407,0.185800960528677,-7.02558829634912,2.13166155927418e-12,2.04559572381848e-09
"ENSGACT00000021229.1",367.733206294673,-1.14743005072439,0.16383973939155,-7.00336838294292,2.49880655863496e-12,2.25686328831065e-09
"ENSGACT00000017482.1",13.9137852553105,3.18187369892795,0.45498811414951,6.99331169315422,2.68472132991486e-12,2.29006729441738e-09
"ENSGACT00000004198.1",80.1214997675811,-1.37302047750312,0.196834364002292,-6.97551204771915,3.04758761306888e-12,2.44515931002068e-09
"ENSGACT00000023701.1",8.43965348440455,2.1751451043131,0.312411338285625,6.96243969968993,3.34429761042298e-12,2.44515931002068e-09
"ENSGACT00000025680.1",28.4794081389893,2.81279393195574,0.403906029925355,6.96398103409244,3.30789160688391e-12,2.44515931002068e-09
"ENSGACT00000027662.1",113.732138950493,-0.830587169812704,0.119456597481426,-6.95304560254073,3.57483065564177e-12,2.4949068130329e-09
"ENSGACT00000026154.1",3.18671269526003,3.89223324118858,0.562578926566247,6.91855499271043,4.56273671924242e-12,3.04592432988035e-09
"ENSGACT00000007152.1",25.2007489760259,-1.14482775289084,0.166853635212395,-6.86126946789949,6.82512781126802e-12,4.36637551725871e-09
"ENSGACT00000000960.1",106.813453666146,0.944180386230436,0.138315372813136,6.82628667390445,8.71407146459715e-12,5.35183413069698e-09
"ENSGACT00000014255.1",57.8787567727343,-1.02793847317544,0.150905616772998,-6.8117973018972,9.63868544847943e-12,5.52272105264798e-09
"ENSGACT00000018947.1",147.222164813932,-1.10864665510479,0.162905027273993,-6.80547846592932,1.00713943906567e-11,5.52272105264798e-09
"ENSGACT00000026971.1",148.741186634498,-1.13333217387646,0.166500969931216,-6.80676019091454,9.98211153132274e-12,5.52272105264798e-09
"ENSGACT00000002646.1",32.1591917551214,1.77772211499156,0.261698763353787,6.79300923018991,1.09818350994442e-11,5.61972593747953e-09
"ENSGACT00000004995.1",148.168551200963,-0.800616028258055,0.118020273155011,-6.78371610957471,1.17123375015856e-11,5.61972593747953e-09
"ENSGACT00000014377.1",58.9034938080896,-1.4436535054244,0.212687352820297,-6.78767912751339,1.13951734996367e-11,5.61972593747953e-09
"ENSGACT00000027372.1",22.3127312022208,1.76768615672346,0.260543716531461,6.7846048266146,1.16404689892344e-11,5.61972593747953e-09
"ENSGACT00000015781.1",21.8434680933098,1.32159377839303,0.195372181659182,6.76449311856736,1.33776717701068e-11,5.99577208498201e-09
"ENSGACT00000021256.1",6.49303849316496,2.37325409755308,0.350891404346893,6.76350024011093,1.34697150628456e-11,5.99577208498201e-09
"ENSGACT00000025140.1",30.0045897132674,1.47823203557864,0.218628482808355,6.76138816219308,1.36675799774893e-11,5.99577208498201e-09
"ENSGACT00000003490.1",217.168963547718,-0.844122920436982,0.125294822225038,-6.73709340455328,1.61586314694719e-11,6.05930942301619e-09
"ENSGACT00000015490.1",34.9482516013145,1.52933234810371,0.226630974722091,6.74811706554708,1.49776086151389e-11,6.05930942301619e-09
"ENSGACT00000017609.1",12.1026064674908,1.55959993186888,0.231259612642531,6.7439355884403,1.54152899702384e-11,6.05930942301619e-09
"ENSGACT00000018496.1",33.2080869547389,1.94863215148301,0.289247642857729,6.73689898465818,1.61802583264077e-11,6.05930942301619e-09
"ENSGACT00000018598.1",8.40797044129372,1.96789487242992,0.291365581804554,6.75404026873006,1.43783814762757e-11,6.05930942301619e-09
