Date,exposed,n_worm_exp,Worm,Pop,Family,Name,RNAseq,FishID,Sex,worm_present,n_worms_found,avg_worm_mass,total_worm_mass,HK_count,weight,length,Freq Gran,Freq Lymph,Gran1,Gran2,Gran3,Gran4,Lobed_Gran,Lymph1,Lymph2,Lymph3,Lymph4,ISlymph,ISprecur,ISmyeloid,ISeos,Gran_bead1,Gran_ bead2,Gran_bead3,Lymph_bead1,Lymph_bead2,Lymph_bead3,A_Freq Gran,A_Freq Lymph,ROS1,ROS2,ROS3,ROS4,PMAhi,PMAlow,MFI_DHR,avg_spots_per_area,average_spot_size,avg_freq_pigmented,avg_CV,lymph,precursor,myeloid,eosinophil,BG_ROS_L,BG_ROS_G,PMA_ROS_L,PMA_ROS_G,BG_Lhi_MFI,BG_Llow_MFI,BG_Ladj_MFI,BG_Ghi_MFI,BG_Glo_MFI,BG_Gadj_MFI,P_Lhi_MFI,P_Llo_MFI,P_Ladj_MFI,P_Ghi_MFI,P_Glo_MFI,P_Gadj_MFI,NOTES
2/27/2014,T,5,Gos,GG,GG57,E4,No,GG57E4,M,F,0,NA,NA,5.356,2.84,63.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.98,0.82,0.38,5.26,0.65,0.018,15.8,77.1,3.28,18.4,2.64,65.7,13.3,83,,0.001503654,103.6612,15.12269363,,55.1,8.58,12.9,1,3.89,13.7,6.45,73.8,574000,31342,542658,509000,82401,426599,1280000,32681,1247319,990000,52152,937848,
4/9/2014,T,5,Echo,GG,GG8,E4,No,GG8E4,F,F,0,NA,NA,5.665,3.42,69.24,66.8899,30.4939,26.8773,35.9199,23.7484,13.4543,73.1226,43.72,32.464,10.9815,12.8346,26.1976,3.6176,58.2787,1.5901,5.56,0.61,0.18,4.63,0.51,0.14,51.9,44.7,12,43,2.56,31.9,47.5,50.2,,,,,,31.9,13.3,35.7,0.57,0.32,14.5,27.1,91,923000,45676,877324,364040,85629,278411,1100000,37834,1062166,725000,99857,625143,
4/30/2014,F,0,UBC,GG,GG9,C1,No,GG9C1,F,F,0,NA,NA,3.078,3.17,68.46,33.2048,60.3934,44.4832,35.8885,12.5436,7.0848,55.5169,33.0779,49.8084,5.6833,11.4304,57.3467,1.7354,23.9491,1.0413,9.53,0.92,0.19,4.89,0.39,0.048,28.4,65.8,4.59,25.5,0.42,52.5,27.1,66.9,,,,,,36.5,6.51,20.2,0.9,1.13,16.1,15.3,59,429000,29127,399873,296112,57161,238951,883000,31720,851280,912000,64045,847955,
4/30/2014,T,5,UBC,GG,GG9,E1,No,GG9E1,M,F,0,NA,NA,5.35,3.39,64.29,52.1958,44.4184,45.8574,34.4894,13.5517,6.1015,54.1426,62.6415,25.8113,5.5849,5.9623,38.0489,4.0228,45.1559,0.4358,7.81,0.72,0.2,5.31,0.38,0.084,33.2,63.7,2,24.3,0.28,55.8,31.4,58.1,,,,,,45.9,4.67,27.9,0.56,0.64,6.31,13.3,86.2,531000,18037,512963,238765,45164,193601,620000,16362,603638,583000,80401,502599,
4/30/2014,T,5,UBC,GG,GG9,E2,No,GG9E2,F,F,0,NA,NA,3.38,2.91,66.78,50.7347,45.2561,38.1051,37.8568,15.6392,8.3988,61.8948,43.5065,42.3469,5.2876,8.859,39.9244,4.8908,40.4702,0.7767,7.68,0.76,0.12,4.96,0.31,0.053,41.3,52.9,7.13,35.5,0.4,40.3,48,44.8,,,,,,27.2,7.48,34.2,0.56,4.47,17.1,34,82.8,288983,33170,255813,290159,60998,229161,794000,40146,753854,681000,86851,594149,
6/4/2014,F,0,Echo,GR,GR14,C1,No,GR14C1,M,F,0,NA,NA,2.2816,2.62,62.68,34.0276,63.8143,26.9174,36.0619,21.8289,15.1917,73.0825,49.3512,32.4027,8.022,10.2241,59.1719,3.0866,23.2622,1.2296,9.47,1.33,0.53,5.9,0.64,0.18,19.8,77.3,5.03,15.8,0.24,67.6,18.9,75.6,,,,,,56.5,4.71,14.1,0.37,0.14,23.3,9.7,70,648000,28082,619918,296112,84416,211696,1580000,37165,1542835,1240000,70316,1169684,
6/4/2014,F,0,Echo,GR,GR14,C2,No,GR14C2,M,F,0,NA,NA,2.028,2.11,54.91,26.6551,71.1215,32.6228,32.1594,20.9453,14.2725,67.3772,52.2751,30.4967,9.3435,7.8847,64.7727,3.3597,20.504,0.8399,10.1,1.29,0.53,6.46,0.76,0.19,20.3,71.6,6.84,14.7,0.49,64,17.2,78,,,,,,42.3,5.55,11.9,1.42,0.32,30,9.73,65,692000,39021,652979,319866,87915,231951,2990000,38705,2951295,3080000,95355,2984645,
6/4/2014,T,5,Echo,GR,GR14,E1,No,GR14E1,M,F,0,NA,NA,1.5496,2.8,62.9,32.9156,64.9401,28.6802,36.2944,20.8968,14.1286,71.3198,48.4563,32.1184,10.9348,8.4906,58.8694,3.648,24.1158,1.6151,9.77,1.72,1.32,5.88,0.8,0.6,30.9,65.5,5.52,18.3,0.27,62.3,25.9,66.2,,,,,,45.2,5.98,23.3,0.48,0.14,21.6,11.6,78,630000,22735,607265,265358,74733,190625,1190000,23202,1166798,1030000,60998,969002,
6/4/2014,T,5,Echo,GR,GR14,E2,No,GR14E2,M,F,0,NA,NA,3.915,2.76,60.21,33.6668,63.6019,29.5582,31.9679,20.4819,17.992,70.4418,44.1752,35.2041,9.6939,10.9269,58.5992,3.5425,22.3634,1.5684,10.8,1.29,1.1,5.88,0.7,0.19,20.2,76.4,4.25,12.5,0.28,69.5,23.8,71.6,,,,,,54.9,3.78,13.8,0.39,0.12,24.4,12.6,74.8,724000,22098,701902,290159,67792,222367,1430000,21133,1408867,1840000,64567,1775433,
6/4/2014,T,5,Echo,GR,GR14,E3,No,GR14E3,M,F,0,NA,NA,2.332,3.02,63.23,22.4293,74.6071,29.3293,36.1361,19.1191,15.4154,70.6706,34.8781,48.6608,5.2663,11.1947,71.1944,1.9084,12.6628,0.8981,12.6,1.23,0.5,6.69,0.67,0.17,18.3,70.2,4.15,15.9,0.35,63.8,40.6,56.9,,,,,,33.4,3.84,8.08,1.81,0.12,16.1,35.7,71.4,630000,37468,592532,294911,71178,223733,1180000,26638,1153362,1210000,94583,1115417,
6/4/2014,T,5,Echo,GR,GR14,E4,No,GR14E4,M,F,0,NA,NA,1.98,2.78,60.13,52.0092,46.0712,27.1161,37.1555,21.998,13.7303,72.8838,51.9444,32.9444,8.2222,6.8889,38.5974,4.8631,40.7986,1.7149,8.87,1.45,0.86,6.15,0.79,0.38,29.3,66.5,7.88,21,0.45,56.2,33,61.2,,,,,,43.4,4.09,21.2,0.57,0.27,24.2,16.9,84.9,678000,31464,646536,274121,84416,189705,1640000,24659,1615341,670000,53347,616653,
6/4/2014,T,5,Echo,GR,GR14,E5,No,GR14E5,M,F,0,NA,NA,3.174,2.54,58.05,46.1245,50.5186,26.9231,36.3314,23.3136,13.432,73.077,45.2188,34.4138,7.7256,12.6418,45.9334,3.4116,36.4083,1.4465,9.43,1.85,1.19,6.5,0.73,0.29,16.9,80.5,4.28,14,0.44,70.3,18.9,75.7,,,,,,61,3.01,12.2,0.23,0.28,22.4,7.01,74.7,718000,32371,685629,302186,69747,232439,1230000,22369,1207631,1240000,42841,1197159,
2/13/2014,T,5,Gos,GR,GR17,E1,No,GR17E1,M,F,0,NA,NA,3.4,2.9,62.88,46.7185,51.943,34.1959,39.2791,18.2994,8.2255,65.804,53.0341,35.1621,5.4032,6.4007,48.6212,5.0073,35.7402,0.2903,NA,NA,NA,NA,NA,NA,43.5,52.2,5.72,20.2,0.42,53.2,52,40.7,,0.000680908,117.3648,7.969264158,0.44898694,54.9,8.42,19,0.16,0.43,1.99,32.4,80.5,580000,14430,565570,370461,47133,323328,1870000,11924,1858076,1450000,148733,1301267,
2/13/2014,T,5,Gos,GR,GR17,E2,No,GR17E2,M,T,1,5.6,5.6,1.43,1.76,50.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.7,69.1,5.72,20.2,0.42,53.2,45.8,45.5,,0.001010661,85.7375,8.695369555,0.447179689,42.4,12.6,14.5,0.38,1.38,12.9,23.7,45.5,428000,33024,394976,419000,73430,345570,1600000,42301,1557699,1320000,130234,1189766,
2/13/2014,T,5,Gos,GR,GR17,E3,No,GR17E3,M,T,2,0.5,1,5.022,1.62,50.66,65.6471,32.9412,39.307,31.7802,19.8327,9.08,60.6929,54.2857,32.1429,7.381,6.1905,27.0639,7.6095,52.692,1.1486,NA,NA,NA,NA,NA,NA,25.2,67.4,4.09,14.6,0.48,59.2,29.1,64.8,,NA,NA,NA,NA,38.5,14.6,30.2,0.18,0.86,2.45,38.4,72.6,457000,20212,436788,382307,48637,333670,2240000,15360,2224640,1620000,123151,1496849,
1/29/2014,F,0,Gos,GR,GR20,C2,No,GR20C2,F,F,0,NA,NA,1.512,2.426,59.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.4,78.6,4.01,15.8,0.72,67.5,17.5,77.4,,,,,,56.6,5.52,13.7,0.34,1.36,19.5,6.79,85.9,495000,28828,466172,440000,91826,348174,1780000,33605,1746395,1340000,46642,1293358,
1/29/2014,T,5,Gos,GR,GR20,E1,No,GR20E1,M,T,2,6.3,12.6,9.33,2.37,53.88,14.5825,84.2303,34.1927,38.3989,17.6391,9.7693,65.8073,49.6359,41.696,3.1008,5.5673,81.4094,1.4989,11.9525,0.1752,NA,NA,NA,NA,NA,NA,21.6,71.1,3.3,34.6,1.14,51.1,22.8,71.5,,,,,,31.5,14.9,13.8,0.38,1.86,10.7,14,62.6,626000,43347,582653,331238,60599,270639,898000,34196,863804,1150000,36284,1113716,
1/29/2014,T,5,Gos,GR,GR20,E2,No,GR20E2,F,F,0,NA,NA,2,2.72,63.34,15.8677,83.2632,40.9894,31.4488,17.1378,10.424,59.0106,61.3805,25.8923,6.9024,5.8249,71.9052,1.7921,10.284,0.4411,NA,NA,NA,NA,NA,NA,11,83.4,2.65,12.6,0.44,71.5,21.5,73.9,,,,,,62.7,5.71,9.66,0.32,0.58,21.3,12.2,89.9,473000,22436,450564,364040,71907,292133,1460000,25877,1434123,2870000,75510,2794490,
1/29/2014,T,5,Gos,GR,GR20,E3,No,GR20E3,M,F,0,NA,NA,1.3528,2.81,56.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.7,82.6,3.68,13.8,2.24,71.5,23.6,72.2,,,,,,62.2,7.2,10.8,0.16,2.52,23.1,17.8,80.8,1000000,31016,968984,374369,83853,290516,1590000,32795,1557205,2330000,67762,2262238,
1/29/2014,T,5,Gos,GR,GR20,E4,No,GR20E4,F,F,0,NA,NA,2.332,3.357,69.38,39.3127,57.926,35.3278,39.0739,16.4932,9.1051,64.6722,46.7514,39.3715,6.5325,7.3446,54.681,2.6549,28.8775,1.8398,NA,NA,NA,NA,NA,NA,23.5,70.1,4.53,23.6,0.8,53.3,23.3,70.2,,,,,,43.1,9.13,21,0.23,1.19,15.3,6.7,86.9,1480000,33958,1446042,302449,64755,237694,1110000,30059,1079941,1180000,42896,1137104,
1/29/2014,T,5,Gos,GR,GR20,E5,No,GR20E5,F,T,2,1.1,2.2,6.2696,3.44,66.18,39.3127,57.926,35.3278,39.0739,16.4932,9.1051,64.6722,46.7514,39.3715,6.5325,7.3446,47.7786,6.2354,34.9182,0.6041,NA,NA,NA,NA,NA,NA,28.9,64.6,7.03,31.8,0.32,42.7,27.3,67.7,,,,,,32.6,16.4,23.1,0.16,1.15,17.7,15.2,81.3,437000,47463,389537,339447,73687,265760,1080000,45043,1034957,1030000,69682,960318,
3/20/2014,F,0,Echo,GR,GR24,C1,No,GR24C1,M,F,0,NA,NA,3.6784,2.59,58.88,43.1679,55.7973,20.9393,43.0528,22.5538,13.454,79.0606,41.4837,43.4141,5.9425,9.1597,49.0369,3.9882,28.5067,0.2493,8.54,0.92,0.14,7.06,0.42,0.16,39,54.2,9.47,31.9,2.24,45.2,33.4,63.4,,,,,,33.5,10.7,28.9,0.31,4.62,21.9,5.14,80.6,662000,50364,611636,382307,94759,287548,3400000,49493,3350507,1000000,55534,944466,
5/28/2014,F,0,Echo,GR,GR24,C1,No,GR24C1,M,F,0,NA,NA,2.38,3.06,61.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,1.25,1.44,4.77,0.82,0.15,38.1,58.8,10.3,23.2,0.72,47.8,42.8,53.1,,,,,,41.8,4.2,29.3,0.54,0.043,11,14.8,87.4,794000,37014,756986,443000,119221,323779,1400000,50194,1349806,2270000,141395,2128605,
3/20/2014,F,0,Echo,GR,GR24,C2,No,GR24C2,F,F,0,NA,NA,1.833,2.1,58.18,45.9665,51.8334,34.9288,32.4217,20.5128,12.1368,65.0713,50.6822,32.3396,8.3375,8.6407,50.7685,3.6785,36.7095,0.5543,7.35,0.39,0.03,5.49,0.35,0.11,20.3,76,6.53,12.7,1.51,69.2,21.4,76.4,,,,,,61.6,8.63,14.4,0.22,1.84,28.4,7.77,82.9,619000,34797,584203,426000,111282,314718,2240000,47962,2192038,3250000,86229,3163771,
5/28/2014,F,0,Echo,GR,GR24,C2,No,GR24C2,F,F,0,NA,NA,2.9,1.9,56.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.5,2.27,1.6,5.17,0.6,0.16,23.7,72.1,6.36,18.8,0.39,52.8,29.9,64.3,,,,,,37.7,11.5,15.3,0.66,0.49,14.2,18.3,56.7,517000,57393,459607,339959,109031,230928,1170000,55558,1114442,1080000,104267,975733,
3/20/2014,T,5,Echo,GR,GR24,E1,No,GR24E1,M,F,0,NA,NA,3.392,2.85,60.36,38.7828,59.6624,25.4296,41.008,22.9095,10.6529,74.5704,41.586,46.6865,4.4676,7.2599,53.59,3.6548,32.8503,0.7785,10.8,1.12,0.23,9.09,0.8,0.18,38.1,53,6.15,32,0.63,47.6,34.6,62.5,,,,,,25.6,14,23.4,0.5,1.04,18,15.8,72.4,509000,48807,460193,276164,67526,208638,894000,39727,854273,861000,42746,818254,
5/28/2014,T,5,Echo,GR,GR24,E1,No,GR24E1,M,F,0,NA,NA,3.285,2.48,58.8,36.8188,61.09,23.3219,46.2995,16.6954,13.6833,76.6782,52.4378,36.7739,4.4087,6.3278,50.5703,5.9886,29.0875,0.8555,9.19,1.51,1.09,6.24,0.59,0.11,31.2,65.1,3.81,24.2,0.087,52.7,41.2,52.2,,,,,,36.7,8.89,24,0.44,0.37,13.6,23.4,81.2,367231,28774,338457,250690,69747,180943,1130000,30212,1099788,1260000,85105,1174895,
5/28/2014,T,5,Echo,GR,GR24,E2,No,GR24E2,F,T,1,1,1,1.392,2.5,59.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.3,2.3,1.33,4.42,0.53,0.05,36.1,60.2,9.56,13.1,2.36,52.5,33.5,57.9,,,,,,39.5,6.79,26.9,0.57,1.16,34.9,15.1,73.6,778000,39021,738979,730000,130895,599105,869000,49385,819615,844000,114942,729058,
3/20/2014,T,5,Echo,GR,GR24,E2,No,GR24E2,F,F,0,NA,NA,4.824,2.49,62.65,31.2864,66.0908,26.2808,43.1138,16.3007,14.3047,73.7192,32.5039,48.8504,6.3622,12.2835,66.4031,2.575,22.5466,0.4055,10.3,1.22,0.26,7.77,0.74,0.095,35,53.7,2.82,35.3,0.81,46.5,29.9,66.4,,,,,,22.9,18.2,18.6,0.92,1.82,8.29,16.7,54.1,986000,51790,934210,277131,58930,218201,870000,40567,829433,1580000,42154,1537846,
3/20/2014,T,5,Echo,GR,GR24,E3,No,GR24E3,M,F,0,NA,NA,1.9832,3.81,61.37,53.5078,45.4503,26.0061,40.0692,22.1982,11.7265,73.9939,36.6276,45.135,6.8263,11.4111,37.8598,4.2189,47.5939,0.8789,9.2,0.74,0.13,7.72,0.6,0.098,44.3,47.7,12.2,29.3,6.83,39.7,40.3,54.8,,,,,,28.8,9.27,33.3,0.46,10.1,31.3,11.5,85.7,622000,54383,567617,494000,168091,325909,1550000,39727,1510273,1120000,61451,1058549,
5/28/2014,T,5,Echo,GR,GR24,E3,No,GR24E3,F,F,0,NA,NA,2.982,2.47,61.61,22.1625,76.0831,38.7722,36.3489,14.5396,10.3393,61.2278,52.9412,36.0471,4.3765,6.6353,65.879,7.1966,13.9993,0.2148,11.1,1.33,0.42,5.57,0.63,0.099,29.6,67.3,4.5,22.4,0.32,53.3,45,49.3,,,,,,41.2,6.67,21,0.46,0.22,7.89,27.4,88.5,538000,36270,501730,349762,93818,255944,1160000,27517,1132483,997000,105975,891025,
3/20/2014,T,5,Echo,GR,GR24,E4,No,GR24E4,F,F,0,NA,NA,2.72,2.1,59.24,21.8473,75.6914,38.9873,38.2278,13.4177,9.3671,61.0126,53.1969,40.3727,1.7537,4.6767,75.0485,1.7447,15.8128,0.6092,9.47,0.82,0.18,6.69,0.48,0.088,51.3,38,3.63,34.4,0.31,52.1,44.1,52.7,,,,,,28.4,9.81,20.6,1.28,0.38,8.42,19.8,64.3,814000,38904,775096,286993,55341,231652,1030000,34315,995685,983000,49320,933680,
5/28/2014,T,5,Echo,GR,GR24,E4,No,GR24E4,M,F,0,NA,NA,1.428,2.96,59.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.46,0.59,0.3,2.52,0.13,0.12,30,66.3,6.9,20.3,0.32,54.1,34.7,58.1,,,,,,32,3.03,17.6,0.5,0,13,15.9,85.2,n/a,60015,#VALUE!,364260,100934,263326,1060000,97311,962689,2390000,145473,2244527,
3/20/2014,T,5,Echo,GR,GR24,E5,No,GR24E5,M,F,0,NA,NA,1.892,2,55.18,53.7742,45.0573,25.641,41.6775,20.2086,12.4728,74.3589,43.7241,36.5664,8.5062,11.2033,42.4442,3.4365,44.7201,0.4779,8.95,0.69,0.077,6.91,0.55,0.12,33.5,61.4,5.55,22.3,3.09,60.1,27.4,69.5,,,,,,52.2,7.11,21,0.32,3.03,22.8,4.76,80.1,770000,18724,751276,324360,79572,244788,1350000,28035,1321965,1510000,68716,1441284,
5/28/2014,T,5,Echo,GR,GR24,E5,No,GR24E5,M,F,0,NA,NA,1.0944,2.3,55.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.3,1.2,0.27,3.37,0.31,0.12,29.5,65.2,8.15,17.9,1.2,45.3,31.4,63.2,,,,,,28.3,5.83,16.5,1.05,0.17,14.9,8.41,62.9,817000,77515,739485,385572,110816,274756,858000,95355,762645,981000,101757,879243,
1/23/2014,F,0,Gos,GR,GR30,C1,No,GR30C1,M,F,0,NA,NA,3.225,2.185,56.56,65.1226,33.7572,33.8447,37.8894,18.1311,10.1348,66.1553,60.9865,25.3812,7.5336,6.0987,21.5447,7.8862,57.561,0.7046,NA,NA,NA,NA,NA,NA,35.3,61,6.51,28.2,0.85,55.8,31.2,65.4,,0.000469537,182.4524,8.328893148,0.500688444,47.7,12.3,23.8,0.26,1.31,20.9,13.6,75.5,546000,23886,522114,314311,68716,245595,904000,29131,874869,936000,77650,858350,
1/23/2014,T,4,Gos,GR,GR30,E1,No,GR30E1,F,F,0,NA,NA,2.48,1.94,54.4,43.9139,53.5581,37.3134,38.806,17.484,6.3966,62.6866,64.6853,27.6224,4.5455,3.1469,50.8341,4.9166,31.2555,0.6146,NA,NA,NA,NA,NA,NA,31.6,60.6,3.09,23.4,0.32,61.2,16.3,79.4,,0.000470774,171.6306,7.9521679,0.55025965,41.2,11.1,14.4,0.64,0.19,12.9,7.17,48.4,870000,23311,846689,332399,43347,289052,1020000,31782,988218,986000,44264,941736,
1/23/2014,T,4,Gos,GR,GR30,E2,No,GR30E2,M,T,1,0.8,0.8,2.464,1.34,50.82,58.0774,40.6327,48.8102,32.1523,13.432,5.6055,51.1898,67.4225,22.7513,5.0642,4.7619,31.9456,6.4759,49.0604,1.0119,NA,NA,NA,NA,NA,NA,30.9,62.3,5.96,22.8,0.37,61,22.1,70.5,,0.000770674,142.3678,10.90136902,0.477861927,47.4,8.22,19,0.74,0.52,15.8,7.76,59.6,1460000,17466,1442534,229446,43196,186250,791000,20567,770433,879000,52701,826299,
1/23/2014,T,4,Gos,GR,GR30,E3,No,GR30E3,M,F,0,NA,NA,2.2,1.97,56.27,42.2033,57.0271,44.7217,33.5893,15.643,6.0461,55.2784,63.3523,30.1847,3.6222,2.8409,50.5222,3.8298,36.2476,0.1934,NA,NA,NA,NA,NA,NA,38.1,51,3.96,32.1,0.24,54.4,24.5,69.6,,0.000460618,315.2098,14.27573662,0.554701842,27.7,13.6,17.1,0.6,0.19,8.83,13.7,47,1010000,36538,973462,210978,41137,169841,794000,30059,763941,858000,36538,821462,
2/5/2014,F,0,Gos,GR,GR7,C1,No,GR7C1,F,F,0,NA,NA,1.02,1.95,60.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.3,80.8,1.41,5.72,20.2,0.42,53.2,83.7,,,,,,65.6,5.14,10.6,0.17,11.1,37.1,4.52,81.6,690000,12648,677352,635000,69682,565318,1040000,24818,1015182,1490000,60599,1429401,
2/5/2014,T,5,Gos,GR,GR7,E1,No,GR7E1,F,T,2,3.3,6.6,2.52,1.752,56.36,12.1999,85.0042,42.5926,34.7222,14.1204,8.5648,57.4074,57.1429,31.6611,5.2824,5.9136,81.514,2.4442,6.8581,0.1424,NA,NA,NA,NA,NA,NA,18.9,73.7,2.28,7.82,26.7,54.2,36.3,60.5,,,,,,52.4,8.69,10.5,0.83,15,56.7,21,77.6,754000,14836,739164,743000,100207,642793,1080000,24390,1055610,1120000,146668,973332,
2/5/2014,T,5,Gos,GR,GR7,E2,No,GR7E2,F,T,1,0.4,0.4,3.159,1.65,50.43,14.8986,81.7808,44.7732,32.7416,12.426,10.0592,55.2268,60.618,28.7819,4.9587,5.6414,79.0878,1.8923,8.8792,0.9947,NA,NA,NA,NA,NA,NA,12.1,80.8,2.01,7.01,31.5,47.5,35.9,58.3,,,,,,52.3,13,6.75,0.74,29,40.5,29.4,72.5,674000,12914,661086,651000,76306,574694,1110000,21668,1088332,1060000,108973,951027,
2/5/2014,T,5,Gos,GR,GR7,E3,No,GR7E3,M,F,0,NA,NA,2.204,2.55,58.63,32.21,64.9384,27.0624,45.171,17.8068,9.9598,72.9376,43.7126,36.7265,7.1856,12.3752,60.0528,3.9314,23.219,0.2639,NA,NA,NA,NA,NA,NA,19,77,2.38,13.5,19.8,55.7,21.1,74.4,,,,,,57.3,8.48,13.9,0.19,20,31.5,9.2,67.8,646000,17959,628041,431000,79018,351982,756000,26701,729299,811000,84440,726560,
2/5/2014,T,5,Gos,GR,GR7,E4,No,GR7E4,M,T,1,3.1,3.1,1.9,2.64,59.52,32.21,64.9384,27.0624,45.171,17.8068,9.9598,72.9376,43.7126,36.7265,7.1856,12.3752,67.3042,4.7662,16.7577,0.0911,NA,NA,NA,NA,NA,NA,19,77.3,2.93,17.2,10.3,60.3,20,75.6,,,,,,59.6,9.31,13.8,0.26,9.14,16.1,9.13,73.8,764000,20424,743576,635000,77110,557890,1190000,29029,1160971,867000,93118,773882,
2/5/2014,T,5,Gos,GR,GR7,E5,No,GR7E5,M,T,4,1,4,1.9154,2.24,61.4,32.21,64.9384,27.0624,45.171,17.8068,9.9598,72.9376,43.7126,36.7265,7.1856,12.3752,75.2527,3.2466,9.9234,0.2144,NA,NA,NA,NA,NA,NA,15.3,79.2,2.32,5.96,16.5,64.6,10.3,85.7,,,,,,59.8,7.83,9.24,0.42,13.2,40.9,3.93,52.6,751000,22358,728642,681000,118922,562078,939000,29954,909046,1080000,92469,987531,
4/9/2014,F,0,Echo,GR,GR8,C1,No,GR8C1,F,F,0,NA,NA,2.664,3.64,66.09,44.6851,51.3014,31.4362,30.2801,21.2539,17.0298,68.5638,59.6824,22.928,8.9853,8.4043,47.7164,4.4525,37.7221,0.7644,6.13,0.7,0.31,5.24,0.53,0.12,26.1,68.6,5.86,24.2,8.01,51.4,32.3,65.1,,,,,,42.9,7.13,29.4,0.29,0.16,20.3,15.9,76.7,1220000,36410,1183590,414000,127087,286913,1550000,48130,1501870,1690000,125761,1564239,
4/9/2014,F,0,Echo,GR,GR8,C2,No,GR8C2,M,F,0,NA,NA,2.925,2.19,55.63,60.9917,37.5169,25.1508,41.0289,20.4827,13.3376,74.8492,46.9799,32.8343,9.9639,10.222,32.0947,3.3308,53.8891,0.8471,6.18,0.66,0.26,5.64,0.5,0.11,51.5,43,6.77,45,0.83,31.6,45,52.3,,,,,,28.5,9.57,42.6,0.22,3,23.4,10.6,91.6,852000,81257,770743,524000,155648,368352,2000000,62752,1937248,743000,105599,637401,
4/9/2014,T,5,Echo,GR,GR8,E1,No,GR8E1,F,F,0,NA,NA,2.806,2.72,63.34,73.3373,24.9251,34.8856,38.2081,15.6863,11.22,65.1144,51.6827,26.3622,12.3397,9.6154,17.9853,5.116,64.7432,0.9122,6.12,0.94,0.6,5.74,0.69,0.21,78.2,17.6,7.17,51.3,0.47,24.8,62.8,33.6,,,,,,26.2,6.69,47.9,0.38,0.57,22.5,25.4,91.5,1330000,41715,1288285,380973,107460,273513,1770000,39727,1730273,1380000,127087,1252913,
4/9/2014,T,5,Echo,GR,GR8,E2,No,GR8E2,M,F,0,NA,NA,1.755,2.49,57.2,22.0971,75.5102,32.2718,37.0488,19.7452,10.9342,67.7282,49.2078,31.4073,10.2516,9.1333,65.3711,4.7764,18.0754,0.281,5.82,0.82,0.76,4.57,0.47,0.15,35,61,10.1,24.1,0.23,54.2,43.5,52.2,,,,,,41.2,9.79,24.5,0.53,0.45,20.1,10.6,71.1,953000,49148,903852,570000,194676,375324,1350000,39866,1310134,1410000,134866,1275134,
4/9/2014,T,5,Echo,GR,GR8,E3,No,GR8E3,F,F,0,NA,NA,2.156,2.04,63.22,73.5693,25.4277,32.7185,32.5314,21.4114,13.3387,67.2815,52.3589,23.8979,13.5344,10.2088,17.6222,6.0215,62.8703,0.9619,6.36,0.79,0.31,5.36,0.58,0.21,55.5,38,6.4,45.8,2.74,31.2,53.3,44.1,,,,,,30.1,7.2,46.1,0.33,0.27,23.6,26.4,87.2,1380000,35657,1344343,422000,125761,296239,1490000,32909,1457091,1640000,124449,1515551,
4/9/2014,T,5,Echo,GR,GR8,E4,No,GR8E4,M,F,0,NA,NA,2.17,2.46,58.29,57.5104,41.0996,27.8499,35.7143,23.2684,13.1674,72.1501,45.785,35.891,7.9253,10.3988,36.7968,2.9807,50.6927,0.4198,5.74,0.86,0.55,5.03,0.52,0.13,45.1,50.7,7.85,43.9,0.34,36.2,53.7,44.2,,,,,,27.1,12.8,39,0.28,2.6,24.4,15.6,87.4,814000,76306,737694,480000,158947,321053,2910000,64080,2845920,1150000,105969,1044031,
6/4/2014,F,0,Echo,GR,GR9,C1,No,GR9C1,F,F,0,NA,NA,1.0008,1.89,51.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.7,1.53,0.88,6.76,1.04,0.31,32.9,57.5,5.75,30.6,0.29,49.3,41.2,56.3,,,,,,29.6,3.96,18.4,1.13,0.17,13.5,26.3,73.1,608000,39180,568820,339959,70316,269643,962000,36715,925285,1060000,67792,992208,
