Date,exposed,n_worm_exp,Worm,Pop,Family,Name,RNAseq,FishID,Sex,worm_present,n_worms_found,avg_worm_mass,total_worm_mass,HK_count,weight,length,Freq Gran,Freq Lymph,Gran1,Gran2,Gran3,Gran4,Lobed_Gran,Lymph1,Lymph2,Lymph3,Lymph4,ISlymph,ISprecur,ISmyeloid,ISeos,Gran_bead1,Gran_ bead2,Gran_bead3,Lymph_bead1,Lymph_bead2,Lymph_bead3,A_Freq Gran,A_Freq Lymph,ROS1,ROS2,ROS3,ROS4,PMAhi,PMAlow,MFI_DHR,avg_spots_per_area,average_spot_size,avg_freq_pigmented,avg_CV,lymph,precursor,myeloid,eosinophil,BG_ROS_L,BG_ROS_G,PMA_ROS_L,PMA_ROS_G,BG_Lhi_MFI,BG_Llow_MFI,BG_Ladj_MFI,BG_Ghi_MFI,BG_Glo_MFI,BG_Gadj_MFI,P_Lhi_MFI,P_Llo_MFI,P_Ladj_MFI,P_Ghi_MFI,P_Glo_MFI,P_Gadj_MFI,NOTES
7/10/2014,T,5,Echo,GG,GG42,E3,Yes,GG42E3,M,T,2,0.7,1.4,0.56,1.87,54.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,3.74,0.41,0.29,2.23,0.21,0.056,24.4,68.8,2.44,22.4,0.13,61.6,28.7,65.7,,,,,,41.1,4.26,15.3,0.97,0.1,5.43,12.9,68.3,1680000,19563,1660437,293716,50604,243112,1070000,16562,1053438,938000,62758,875242,"LOOKS LIKE RR, NOT GG - NOT ENOUGH CELLS TO DO IMAGESTREAM"
7/10/2014,T,5,Echo,GG,GG42,E4,Yes,GG42E4,M,F,0,NA,NA,0.56,2.42,57.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.07,0.65,0.4,1.98,0.19,0.075,22.7,74,3.28,17.8,0.32,65.7,25.9,67.6,,,,,,52.3,3.88,16.2,0.45,0.27,10.5,10.4,82.4,1150000,17603,1132397,294911,64830,230081,1020000,17179,1002821,905000,85451,819549,"LOOKS LIKE RR, NOT GG - NOT ENOUGH CELLS TO DO IMAGESTREAM"
7/23/2014,F,0,Echo,GG,GG47,C1,Yes,GG47C1,F,F,0,NA,NA,1.586,3.1,67.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.59,1.11,0.49,6.13,0.67,0.32,26,70.7,4.39,20.7,0.19,62.6,26,67.9,,,,,,52.3,3.45,18.8,0.53,0.051,11.9,7.6,86.7,623000,19326,603674,300961,66160,234801,700000,31850,668150,549000,66160,482840,
7/23/2014,F,0,Echo,GG,GG47,C2,Yes,GG47C2,M,F,0,NA,NA,4.06,2.67,60.32,54.3116,43.5703,28.1894,44.2897,18.273,9.2479,71.8106,45.0694,33.4722,10.0694,11.3889,39.3646,3.1165,44.1452,0.4841,10.6,1.09,1.16,6.79,0.88,0.41,25.7,71.4,4.5,22.5,0.17,61.2,27,68.6,,,,,,55,4.48,19.9,0.28,0.059,11,2.95,76,785000,17746,767254,304651,63527,241124,920000,19803,900197,659000,54221,604779,
7/23/2014,T,5,Echo,GG,GG47,E1,Yes,GG47E1,F,F,0,NA,NA,2.596,3.28,68.85,41.7427,56.0284,30.0971,46.4563,12.4757,10.9709,69.9029,41.4105,38.698,7.9566,11.9349,51.5502,2.999,33.3333,1.0132,10,1.24,0.4,6.28,0.56,0.18,37.2,56.8,3.52,28.4,0.22,53.1,27.2,64.5,,,,,,32,7.61,26.8,0.96,0.14,6.98,10.5,68.2,715000,23582,691418,308385,61997,246388,908000,26746,881254,811000,59772,751228,
7/23/2014,T,5,Echo,GG,GG47,E2,Yes,GG47E2,M,F,0,NA,NA,3.618,3.1,64.15,31.3363,66.6248,31.2312,43.043,16.3163,9.4094,68.7687,55.838,27.1657,8.9925,8.0038,60.2572,3.325,21.7378,1.1292,10.4,1.5,1.14,6.33,0.59,0.25,19.4,78.2,2.62,11.9,0.16,71.5,24.3,70.4,,,,,,61.2,4.28,14.4,0.39,0.075,12.6,10.1,87.3,703000,16562,686438,303416,67792,235624,1660000,21047,1638953,1060000,90084,969916,
7/23/2014,T,5,Echo,GG,GG47,E3,Yes,GG47E3,F,T,1,50.2,50.2,9.338,2.96,65.7,26.2658,68.6709,30.6827,43.6948,13.494,12.1285,69.3173,38.4946,39.8157,8.6943,12.9954,58.3333,5.5274,20.9283,0.6329,10.8,1.31,0.53,6.35,0.63,0.11,31.8,64.5,2.49,32,0.064,51.9,30.1,63.2,,,,,,43.5,8.08,25.4,0.42,0.067,4.16,7.42,65.8,678000,20209,657791,290159,56012,234147,862000,25370,836630,659000,56698,602302,
7/23/2014,T,5,Echo,GG,GG47,E5,Yes,GG47E5,M,T,2,29.9,59.8,4.558,2.76,61.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,1.5,0.83,7.23,0.66,0.19,31.6,64.4,7.49,29.2,0.23,48.3,33.9,60.1,,,,,,42.5,9.8,24.5,0.27,0.11,12.1,6.71,61.7,912000,21831,890169,302186,69747,232439,1100000,27968,1072032,675000,68902,606098,
12/13/2013,F,0,Gos,GG,GG49,C1,Yes,GG49C1,M,F,0,NA,NA,3.306,1.944,57.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.5,1.3,0.35,8.1,0.79,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/13/2013,F,0,Gos,GG,GG49,C2,Yes,GG49C2,M,F,0,NA,NA,4.795,2.544,61.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.97,1.37,0.39,7.71,0.71,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/13/2013,T,5,Gos,GG,GG49,E1,Yes,GG49E1,F,T,5,NA,NA,4.216,1.656,60.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.93,1.39,0.5,7.92,0.74,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/13/2013,T,5,Gos,GG,GG49,E2,Yes,GG49E2,M,F,0,NA,NA,4.7304,2.472,61.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.51,1.02,0.31,8.35,0.75,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/13/2013,T,5,Gos,GG,GG49,E3,Yes,GG49E3,F,F,0,NA,NA,2.3532,1.878,62.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.53,1.43,0.51,7.74,0.72,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/9/2014,F,0,Echo,GG,GG8,C1,Yes,GG8C1,M,F,0,NA,NA,5.568,3.43,63.61,38.9135,58.7316,22.2289,41.9413,22.4685,13.3613,77.7711,48.0746,38.4676,5.796,7.6618,53.1772,3.9037,34.9816,1.0193,6.04,0.68,0.28,5.21,0.57,0.15,41.5,55.7,6.42,27.8,0.62,51,37.7,56.6,,,,,,43.6,12.5,22.1,0.57,8.21,23.3,15.1,85.5,1410000,44730,1365270,356480,85629,270851,1470000,43803,1426197,695000,76841,618159,
4/9/2014,F,0,Echo,GG,GG8,C2,Yes,GG8C2,M,F,0,NA,NA,12.6,2.5,60.57,53.4529,43.7804,18.8406,46.5839,21.4493,13.1263,81.1595,32.6593,38.3215,13.3468,15.6724,40.7456,4.2581,44.0575,0.4164,5.74,0.75,0.18,4.82,0.51,0.12,54.1,43.4,12.5,38.1,2.58,34.1,51,46.8,,,,,,23.6,15.7,37.4,0.97,1.7,11.5,20.6,80.6,588000,60811,527189,416000,100558,315442,720000,55534,664466,676000,106712,569288,
4/9/2014,T,5,Echo,GG,GG8,E1,Yes,GG8E1,F,T,1,0.2,0.2,9.36,2.17,61.7,57.9171,37.492,32.3303,38.8257,17.5413,11.3028,67.6698,50.3968,28.5714,11.3379,9.6939,25.5482,8.7894,52.0592,0.731,6.1,0.76,0.19,4.96,0.49,0.22,62.2,35.1,13.6,46.4,0.88,28,66.4,31.1,,,,,,12.9,15.4,48,0.81,0.92,13.2,19.9,83.8,767000,27744,739256,295136,70416,224720,820000,27551,792449,885000,82978,802022,
4/9/2014,T,5,Echo,GG,GG8,E2,Yes,GG8E2,F,F,0,NA,NA,2.275,3.34,67.74,56.4594,40.3372,32.9601,38.1112,18.4024,10.5263,67.0399,51.5674,29.9373,11.0763,7.419,34.5563,4.5706,47.0588,0.5329,5.59,0.77,0.16,4.48,0.42,0.14,39.4,55.9,7.59,26.1,1.25,53.3,31.4,64.1,,,,,,45.9,5.72,25.4,0.52,0.36,25.7,14,91.1,837000,39177,797823,395915,143624,252291,966000,24390,941610,728000,77379,650621,
4/9/2014,T,5,Echo,GG,GG8,E3,Yes,GG8E3,M,F,0,NA,NA,20.68,3.27,64.31,51.0599,45.7023,24.1332,48.0383,16.8339,10.9489,75.8211,52.8542,35.0153,5.4027,6.7278,40.6591,4.2611,46.0957,0.9866,5.74,0.83,0.21,4.42,0.45,0.042,61.4,36.7,14.8,40.7,0.68,30.7,60.7,35.4,,,,,,21.5,14.3,44.6,0.66,2.83,12.3,21.6,88.4,1250000,51429,1198571,395915,84440,311475,564000,44886,519114,592000,64982,527018,
2/5/2014,F,0,Gos,RR,RR10,C1,Yes,RR10C1,F,F,0,NA,NA,0.91,1.095,48.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.02,0.74,0.9,3.75,0.95,0.24,33.2,60.7,4.75,13.9,30.7,35.1,40.6,56.2,,0.000576033,64.2434,3.495281722,,26.7,7.66,24.9,1.22,35.9,50.6,24.9,78.3,646000,36157,609843,490000,72411,417589,993000,43650,949350,1200000,59967,1140033,
2/5/2014,F,0,Gos,RR,RR10,C2,Yes,RR10C2,M,F,0,NA,NA,0.975,1.63,49.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.34,1,1.28,4.01,0.46,0.46,25.1,57.7,4.21,9.08,12.8,56.3,17.5,70.6,,0.001277552,78.8674,9.95153443,,17.1,4.62,12.3,4.28,15.3,22.3,11.4,32.8,720000,21518,698482,542000,54573,487427,963000,30801,932199,1310000,58520,1251480,
2/5/2014,T,5,Gos,RR,RR10,E1,Yes,RR10E1,F,F,0,NA,NA,2.331,1.72,56.41,37.8443,59.5609,35.0211,32.8059,19.1983,12.9747,64.9789,30.6971,46.8499,4.7587,17.6944,52.4971,3.5714,24.8839,1.3937,4.87,0.32,0.32,3.33,0.32,0,21.5,73.1,3.65,7.48,32.9,47.4,34.4,62.1,,0.002236793,29.6084,6.127831038,,36.5,10,14.8,1.02,34.8,49.4,19.8,79.9,615000,18084,596916,490000,60388,429612,959000,38365,920635,1030000,60388,969612,
2/5/2014,T,5,Gos,RR,RR10,E3,Yes,RR10E3,M,F,0,NA,NA,1.088,1.5,51.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.72,0.6,0.9,3.06,0.078,0,17.3,74.4,3.22,7.66,17.7,62.4,15.1,77.9,,0.001735871,37.019,6.280315073,,42.1,6.56,10.1,1.72,17.1,26.9,10.4,44.9,743000,14480,728520,698000,42746,655254,873000,17466,855534,1080000,45996,1034004,
2/5/2014,T,5,Gos,RR,RR10,E4,Yes,RR10E4,F,T,1,0.7,0.7,1.75,1.82,55.04,54.4876,40.7933,39.9044,35.0691,15.5685,9.458,60.0956,49.3967,30.9439,10.8588,8.8006,31.9917,9.276,41.6146,0.8096,4.87,0.68,0.68,2.89,0.13,0.025,46.8,49.1,5.93,17.1,12.7,54.4,48.7,47.8,,,,,,40.2,8.18,30.6,0.57,6.75,38.6,7.09,79.2,703000,16870,686130,416000,70910,345090,943000,39451,903549,1160000,104498,1055502,
4/30/2014,F,0,UBC,RR,RR12,C1,Yes,RR12C1,F,F,0,NA,NA,5.964,2.05,56.82,48.2705,47.9357,29.1262,40.2681,19.2788,11.3269,70.8738,54.2365,27.7933,8.7989,9.1713,38.0049,4.798,42.7137,1.3613,7.8,0.81,0.18,5.11,0.52,0.17,50.4,45.1,12.2,37,3.57,35.3,46.2,51.4,,,,,,27.8,6.72,40.4,1.34,3.29,24.4,13.5,87.2,1150000,38392,1111608,420000,101344,318656,2480000,45348,2434652,2750000,89355,2660645,
4/30/2014,F,0,UBC,RR,RR12,C2,Yes,RR12C2,M,F,0,NA,NA,1.45,2.1,54.3,31.2077,66.8239,29.3035,39.3561,18.7911,12.5493,70.6965,49.4323,36.6063,6.4437,7.5176,59.7704,3.3422,24.2567,1.0867,7.66,0.66,0.17,4.87,0.41,0.13,36.4,57.2,9.3,20.9,14.9,44,24.1,72.9,,,,,,35.1,6.54,26.2,2.1,7.8,43.1,7.54,69.1,1350000,39339,1310661,1080000,117300,962700,1540000,50810,1489190,2290000,74733,2215267,
4/30/2014,T,5,UBC,RR,RR12,E1,Yes,RR12E1,F,T,3,0.4,1.2,6.54,1.9,51.92,66.8211,29.8398,41.3923,31.2247,15.829,11.554,58.6077,57.956,23.9974,10.7374,7.3092,19.5136,8.3382,58.4057,0.8686,7.13,0.83,0.21,5.16,0.54,0.23,67.5,28.7,12,53.1,0.67,21.4,59.7,37.1,,,,,,15.5,7.16,59.4,0.69,1,21.5,13.6,76.4,1020000,25681,994319,293716,79427,214289,1910000,26746,1883254,2510000,110367,2399633,
4/30/2014,T,5,UBC,RR,RR12,E2,Yes,RR12E2,M,F,0,NA,NA,1.767,2.33,56.04,40.6019,57.5238,30.104,43.6931,15.3446,10.8583,69.896,43.0014,41.028,6.1496,9.821,50.6072,3.5111,32.9989,1.0032,7.85,1.05,0.27,5.48,0.48,0.082,30.2,65.8,6.63,20.1,4.73,57.2,33.1,62.7,,,,,,43.2,7.72,23.5,0.74,3.75,23.8,19.5,79.9,1160000,37927,1122073,432000,88993,343007,1170000,37620,1132380,1280000,58809,1221191,
4/30/2014,T,5,UBC,RR,RR12,E4,Yes,RR12E4,M,F,0,NA,NA,3.264,1.97,51.52,50.2959,47.0924,30.9128,41.9067,18.215,8.9655,69.0872,55.9792,31.5425,6.0225,6.4558,41.0733,4.3665,41.2365,1.1018,9.23,1.05,0.37,5.84,0.59,0.15,51.9,43.3,7.29,39.7,12.2,28.6,41.1,54.8,,,,,,26.3,7.81,42.3,1.12,11.6,22,14,80,1530000,27855,1502145,1030000,76576,953424,1210000,49586,1160414,1350000,79427,1270573,
5/6/2014,F,0,UBC,RR,RR13,C1,Yes,RR13C1,F,F,0,NA,NA,1.95,2.88,62.39,28.6252,68.2639,39.702,33.83,16.1262,10.3418,60.298,46.0492,39.287,4.9982,9.6656,60.7878,3.6879,18.565,0.8279,6.09,0.73,0.39,4.32,0.36,0.064,29.6,64.9,4.9,24,0.38,56.7,23.2,73.9,,,,,,39.1,5.87,19.6,1.64,0.78,15.8,11.5,63.1,399926,35397,364529,387141,72050,315091,1790000,33713,1756287,2990000,77201,2912799,three control fish
5/6/2014,F,0,UBC,RR,RR13,C2,Yes,RR13C2,F,F,0,NA,NA,5.883,3.03,62.31,33.1318,63.5928,31.1787,28.8973,24.6388,15.2852,68.8213,52.5753,31.5372,7.4881,8.3994,55.0013,6.1224,24.8425,0.8062,6.29,0.63,0.35,4.16,0.44,0.15,33.8,63.8,10.2,19.1,0.61,56.7,36,62.6,,,,,,47.8,4.56,27.4,0.51,2.54,26.9,15.8,84.4,398306,28658,369648,436000,108149,327851,2250000,40970,2209030,3320000,114476,3205524,three control fish
5/6/2014,F,0,UBC,RR,RR13,C3,Yes,RR13C3,M,F,0,NA,NA,4.6624,2.15,56.77,15.3066,80.664,26.6556,49.6689,14.404,9.2715,73.3444,33.082,56.6761,2.2306,8.0113,73.7456,1.2671,6.9437,0.3548,8.18,1.11,0.35,4.34,0.28,0.081,19.4,70.4,2.33,21.1,0.41,58.5,66.5,31.7,,,,,,25.7,7.41,8.34,2.27,0.78,9.3,62.5,88.5,474000,48986,425014,361313,60260,301053,1240000,24460,1215540,1260000,85799,1174201,three control fish
5/6/2014,T,5,UBC,RR,RR13,E1,Yes,RR13E1,M,T,1,0.1,0.1,9.36,2.99,62.16,33.0698,64.4708,28.8181,34.3293,23.5724,13.2138,71.1155,47.3433,31.7439,11.5123,9.4005,46.8599,9.8155,27.3606,0.6588,7.04,0.97,0.66,5.08,0.53,0.19,46.2,51,7.13,41.1,0.37,37.1,45.6,51,,,,,,33.1,12.6,34.6,0.43,1.09,14.7,25.5,80.2,402000,28426,373574,376290,77515,298775,2780000,27629,2752371,4300000,121174,4178826,
5/6/2014,T,5,UBC,RR,RR13,E2,Yes,RR13E2,F,F,0,NA,NA,4.988,2.69,60.44,35.4964,60.2572,45.3243,27.5484,15.9225,11.2047,54.6756,53.9454,25.8561,8.6849,11.5136,50.0598,7.3864,25.927,1.3158,9.17,1.65,0.85,4.62,0.48,0.12,33.8,63.5,11.6,17.1,0.3,57.6,27.2,69.5,,,,,,45.1,4.99,27.4,0.55,3.15,29.5,14.9,61.5,371733,23108,348625,376290,104267,272023,1700000,23108,1676892,3390000,334481,3055519,
5/5/2014,F,0,UBC,RR,RR15,C1,Yes,RR15C1,F,F,0,NA,NA,1.0192,1.78,52.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.81,1.07,0.58,4.73,0.35,0.1,24.7,71,4.12,20.9,0.11,63.1,28,68.8,,,,,,49.6,4.25,15.7,1.58,0.34,17.8,12.6,74.4,358390,25268,333122,318570,72934,245636,1110000,33305,1076695,1470000,114942,1355058,
5/5/2014,F,0,UBC,RR,RR15,C2,Yes,RR15C2,F,F,0,NA,NA,3.124,1.98,56.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.32,1.95,2.04,4.97,0.72,0.33,29.1,65.8,6.81,22.9,1.6,57.7,17,80,,,,,,45.9,5.25,18.4,3.03,1.66,22.4,8.42,53.3,549000,27742,521258,408000,70316,337684,1260000,36715,1223285,3660000,55558,3604442,
5/5/2014,T,5,UBC,RR,RR15,E3,Yes,RR15E3,F,F,0,NA,NA,2.88,2.31,60.58,37.8594,56.015,39.9533,34.6379,15.8879,9.521,60.0468,56.3758,29.4907,6.514,7.6194,50.2654,4.2017,28.483,1.2605,7.07,1.08,0.91,4.49,0.49,0.088,20.8,76.8,5,15.5,0.16,69.1,21.6,75.7,,,,,,61.9,3.58,16,0.86,0.73,25.6,7.42,77.9,387141,23014,364127,293716,55558,238158,1610000,29365,1580635,5360000,82384,5277616,
5/5/2014,T,5,UBC,RR,RR15,E4,Yes,RR15E4,M,F,0,NA,NA,3.216,2.16,58.4,38.8889,55.8611,35.7857,41.6429,12.7857,9.7857,64.2143,53.0582,35.8031,3.9781,7.1606,49.6667,2.2778,24.75,0.7222,6.09,0.95,0.68,4.37,0.46,0.17,22,72.3,4.51,15.7,0.57,68.5,22.6,74.7,,,,,,48.8,3.08,14.5,1.88,1.14,23.3,11.9,73.2,498000,26855,471145,297317,66429,230888,1530000,32109,1497891,3570000,84760,3485240,
5/5/2014,T,5,UBC,RR,RR15,E5,Yes,RR15E5,M,T,1,2.2,2.2,2.1952,3.04,61.58,33.9514,62.0061,41.3608,31.4235,16.9203,10.2954,58.6392,63.4804,24.6569,5.8824,5.9314,52.5836,5.7143,26.7477,1.4286,6.4,1.37,1.93,4.55,0.52,0.26,37.1,56.8,6.09,29.2,1.12,49.7,27.7,66.6,,,,,,39.1,4.75,25.8,2.72,0.56,22.4,8.18,67.7,703000,32503,670497,373246,79427,293819,2020000,44981,1975019,2320000,107710,2212290,
5/15/2014,F,0,UBC,RR,RR18,C1,Yes,RR18C1,M,F,0,NA,NA,2.95,2.42,58.83,36.987,60.3365,26.051,37.4914,19.8484,16.5403,73.8801,42.9658,39.417,8.2805,9.3367,52.9697,4.002,29.8751,0.7902,9.69,2.12,2.22,6.4,0.84,0.26,21.8,74,5.24,16.4,2.16,63.7,19.6,77.3,,,,,,52,3.48,15.2,1.13,2.23,25,7.17,73.4,838000,24659,813341,296112,81386,214726,2960000,27074,2932926,4500000,75957,4424043,Media contaminated
5/15/2014,F,0,UBC,RR,RR18,C2,Yes,RR18C2,M,F,0,NA,NA,1.1152,1.71,53.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.28,2.23,2.37,5.92,0.75,0.18,19.5,77.2,6.4,11.8,0.84,70.7,24.5,74.1,,,,,,56.9,3.47,13.9,0.58,0.69,24.6,14.3,79.8,1130000,32503,1097497,377821,101344,276477,1250000,38236,1211764,5910000,139683,5770317,Media contaminated
5/15/2014,T,5,UBC,RR,RR18,E3,Yes,RR18E3,F,F,0,NA,NA,0.583,2.13,60.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.08,1.99,1.26,4.53,0.49,0.18,12.6,83.9,2.04,9.78,0.33,75,13,82.4,,,,,,66.5,2.35,8.07,1.25,0.58,15.3,6.7,71,536000,21133,514867,254796,71178,183618,1760000,23296,1736704,1890000,82050,1807950,Media contaminated
5/15/2014,T,5,UBC,RR,RR18,E4,Yes,RR18E4,M,F,0,NA,NA,2.064,1.72,54.01,30.8225,67.0418,35.2996,36.236,16.1049,12.3596,64.7005,48.6009,37.9251,5.0796,8.3943,61.039,3.4632,21.2698,1.9625,10.8,1.72,0.8,6.64,0.68,0.14,16.4,79.9,5.42,11,1.09,69.4,14.5,80.5,,,,,,58.3,2.5,10.6,0.97,1.44,31.4,4.34,72.3,675000,23486,651514,294911,91188,203723,2140000,23014,2116986,1860000,63013,1796987,Media contaminated
5/15/2014,T,5,UBC,RR,RR18,E5,Yes,RR18E5,F,T,1,0.1,0.1,2.7072,1.78,57.88,58.372,38.7987,29.0822,34.2074,22.4474,14.263,70.9178,56.4256,26.5392,9.8027,7.1727,28.038,8.8822,48.2143,0.9972,8.36,1.79,2.02,5.36,0.52,0.13,37.1,60.1,10.9,22.5,0.8,52,34.8,61.4,,,,,,45.3,3.86,30.2,0.59,2.84,19,11.1,76.8,439000,26530,412470,452000,112631,339369,2880000,24361,2855639,4250000,235874,4014126,Media contaminated
7/24/2014,F,0,Echo,RR,RR30,C1,Yes,RR30C1,M,F,0,NA,NA,1.08,1.75,54.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.51,1.08,1.06,6.22,0.74,0.28,34.9,60.4,7.18,29.9,0.4,49.9,29.8,64.8,,,,,,36.1,6.62,25.3,0.72,0.29,18.4,15.6,64.8,1730000,31979,1698021,287812,60998,226814,1660000,43016,1616984,2240000,87559,2152441,
7/24/2014,F,0,Echo,RR,RR30,C2,Yes,RR30C2,F,F,0,NA,NA,2.135,1.92,55.83,46.4874,50.5814,34.445,37.2069,17.5091,10.839,65.555,58.0939,30.2682,5.2682,6.3697,43.4109,5.1841,36.313,1.3808,9.87,1.36,0.31,5.77,0.68,0.16,21.9,75.7,3.65,18.4,0.28,65.9,22,74.4,,,,,,56.2,5.8,16.9,0.39,0.2,17.4,8.47,79,981000,22460,958540,257920,48590,209330,1610000,30212,1579788,2010000,74128,1935872,
7/24/2014,T,5,Echo,RR,RR30,E1,Yes,RR30E1,M,T,1,0.1,0.1,1.998,1.94,53.44,49.2431,47.4722,35.0928,43.3875,14.7912,6.7285,64.9072,58.2431,33.0927,4.272,4.3923,40.5884,4.8558,40.7598,0.5427,9.5,1.31,0.88,6.47,1.08,0.39,31,61.1,2.82,27.6,0.29,51.6,35.2,57.5,,,,,,32.9,11.2,23.5,1.55,0.19,10.4,30.7,55.3,2270000,22643,2247357,214838,41810,173028,1830000,22828,1807172,1740000,105545,1634455,
7/24/2014,T,5,Echo,RR,RR30,E2,Yes,RR30E2,M,F,0,NA,NA,3.408,1.81,52.83,71.4034,24.5691,25.665,44.9754,17.5123,11.8473,74.335,60.0573,24.9105,6.2992,8.733,19.8382,3.7285,60.0598,1.8291,8.99,1.06,0.4,5.28,0.67,0.28,40.3,56.9,3.77,31.8,0.42,48.8,41.7,51.5,,,,,,40.3,5.69,33.5,0.32,0.54,12.1,26.2,80.4,744000,18037,725963,198883,42323,156560,1020000,17531,1002469,1150000,133039,1016961,
7/24/2014,T,5,Echo,RR,RR30,E3,Yes,RR30E3,F,F,0,NA,NA,1.188,2.08,55.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.9,1.13,0.28,5.11,0.7,0.21,23.1,71.9,3.7,17.9,0.21,64,21.7,67.1,,,,,,51.8,3.47,15.8,1.03,0.2,19.9,8.53,76.9,801000,12668,788332,212236,49586,162650,1290000,15147,1274853,1560000,66971,1493029,
2/27/2014,F,0,Gos,RR,RR44,C1,Yes,RR44C1,M,F,0,NA,NA,1.944,1.61,51.89,27.044,71.1111,34.8837,34.7287,18.6822,11.7054,65.1163,50.2358,37.4705,6.191,6.1026,68.0951,1.7999,16.9702,1.1571,8.33,1.2,0.78,5.75,0.67,0.12,16.5,73,3.28,18.1,0.88,61.6,13.3,79.2,,0.0031783,16.455,4.741814677,,49,10.6,9.91,0.75,1.47,15.8,5.1,62.5,454000,37571,416429,431000,85032,345968,913000,34918,878082,2150000,58930,2091070,
2/27/2014,F,0,Gos,RR,RR44,C2,Yes,RR44C2,M,F,0,NA,NA,1.728,1.91,55.67,21.7786,76.7638,32.3957,31.1348,21.7265,14.743,67.6043,34.4249,49.5872,4.4579,11.53,71.3773,1.7272,13.5038,1.0094,8.48,1.34,0.42,5.51,0.57,0.063,15.2,74.5,3.09,15.6,0.46,69.6,15.7,77.9,,0.00113842,41.7144,4.378455293,,47.7,9.21,8.73,0.5,0.7,15.1,8.91,53.8,434000,38769,395231,394532,69439,325093,772000,28928,743072,1620000,37834,1582166,
2/27/2014,T,5,Gos,RR,RR44,E1,Yes,RR44E1,M,T,1,0.1,0.1,5.2756,2.9,52.14,66.1043,32.2844,25.8388,49.4408,16.1457,8.5747,74.1612,47.1521,36.2302,9.1603,7.4574,22.7656,5.3702,58.2662,0.7672,7.71,1.54,0.67,6.02,0.72,0.22,47.6,45.2,13.9,34.5,0.98,37.8,50,46.7,,0.007522801,13.1662,8.21876721,,28.2,10.7,38.7,0.61,4.13,20,21.4,82.4,379643,45835,333808,391782,105969,285813,1380000,43347,1336653,1460000,157840,1302160,
2/27/2014,T,5,Gos,RR,RR44,E3,Yes,RR44E3,M,T,2,0.1,0.2,6.2348,2.27,57.26,55.4369,41.9563,34.9754,40.5732,16.1218,8.3296,65.0246,47.6923,32.7811,8.4615,11.0651,34.4067,4.6653,43.2556,1.3438,7.08,1.63,1.48,5.94,1.07,0.54,30.5,65.3,5.99,27.3,1.41,53.4,27.4,69.6,,,,,,41.8,12.4,25.5,0.42,2.37,21.4,12,77.6,447000,50013,396987,473000,98472,374528,1450000,51072,1398928,1630000,146668,1483332,
2/27/2014,T,5,Gos,RR,RR44,E4,Yes,RR44E4,F,F,0,NA,NA,2.622,1.5,53.46,26.6696,70.777,36.252,29.2144,17.7578,16.7758,63.748,47.5486,38.5446,5.2421,8.6648,63.7939,1.6872,14.6375,2.2344,8.09,1.34,1.26,5.67,0.79,0.25,19.8,71.8,2.74,19.2,0.45,61.6,22.3,72.1,,0.00568829,14.0392,5.78855589,,52,9.97,12.9,0.7,0.77,9.25,11.2,69.3,398694,31016,367678,360240,74985,285255,943000,22909,920091,1200000,68956,1131044,
