FeatureID,FeatureName,ROB Average,ROB Log2 Fold Change,ROB P-Value,SAY Average,SAY Log2 Fold Change,SAY P-Value
ENSGACG00000020951,mt-nd5,1.0721073055141903,0.7657999437731936,1,0.6254700697912932,-0.7657999437731936,1
ENSGACG00000020954,mt-cyb,13.697992369482275,-0.20690899881542002,1,15.95614071659065,0.20690899881542002,1
ENSGACG00000001940,RPS20,8.427665518103456,-0.1563796287306327,1,9.475206163646824,0.1563796287306327,1
ENSGACG00000002767,rpl7,9.288127044859182,-0.39795650183822984,1,12.349706909921704,0.39795650183822984,1
ENSGACG00000003110,rpl21,8.06335721040446,-0.004441805267311416,1,8.157726654937505,0.004441805267311416,1
ENSGACG00000004252,MYL12B,6.182832422091544,0.29352844492014984,1,5.083607801282426,-0.29352844492014984,1
ENSGACG00000013435,rpl17,9.964699616300177,-0.21837939677202378,1,11.697621092479718,0.21837939677202378,1
ENSGACG00000000326,ENSGACG00000000326,7.823954608202262,0.7263493577958546,1,4.764218829474106,-0.7263493577958546,1
ENSGACG00000003476,rps19,7.268818139327601,-0.16106563839185561,1,8.197650276413546,0.16106563839185561,1
ENSGACG00000013220,tmem176l.1,0.8222958945205925,-0.7170447246551626,1,1.3574031301853597,0.7170447246551626,1
ENSGACG00000013157,rbm8a,1.1935434080805225,-0.13876559888908124,1,1.3174795087093196,0.13876559888908124,1
ENSGACG00000011547,rpl18,6.377130186197675,-0.12231534800516508,1,6.999941632132345,0.12231534800516508,1
ENSGACG00000010761,rps9,10.675968217045837,0.14474616741450985,1,9.741363640153757,-0.14474616741450985,1
ENSGACG00000008411,ENSGACG00000008411,1.6098957597365187,-0.6789848988997025,1,2.5950353959425994,0.6789848988997025,1
ENSGACG00000005864,gapdhs,1.3288579223687214,0.5721376986909289,1,0.8916275462982265,-0.5721376986909289,1
ENSGACG00000003572,pabpc1a,0.9749584234611245,-0.160850039728019,1,1.0912456536784265,0.160850039728019,1
ENSGACG00000004699,rpl35a,6.210589245535277,-0.022694184530106742,1,6.361163688515705,0.022694184530106742,1
ENSGACG00000005779,ENSGACG00000005779,1.1657865846367894,0.42684870104351713,1,0.8650117986475332,-0.42684870104351713,1
ENSGACG00000006818,rps25,9.371397515190381,0.015018379908499302,1,9.355435299218705,-0.015018379908499302,1
ENSGACG00000012552,blvrb,0.6210589245535277,-0.7002954051451146,1,1.0113984107263465,0.7002954051451146,1
ENSGACG00000013384,rps3,4.937244970054022,-0.23426337537101016,1,5.855464483152532,0.23426337537101016,1
ENSGACG00000015169,rpl31,9.621208926183979,-0.07632452403854906,1,10.233754971691585,0.07632452403854906,1
ENSGACG00000014576,ENSGACG00000014576,31.691353166882244,0.5585179771732678,1,21.718450082965756,-0.5585179771732678,1
ENSGACG00000014503,arpc2,1.207421819802389,0.590983927866878,1,0.7984724295207999,-0.590983927866878,1
ENSGACG00000013901,zgc:92027,1.0825161143055901,-0.010382545194194015,1,1.0912456536784265,0.010382545194194015,1
ENSGACG00000015402,eef1b2,3.8443200469570318,0.42813045693734275,1,2.8745007462748795,-0.42813045693734275,1
ENSGACG00000000860,ENSGACG00000000860,7.955799519559995,-0.25756731165123403,1,9.594977028074945,0.25756731165123403,1
ENSGACG00000015834,btf3,1.0721073055141903,-0.024276986852574844,1,1.0912456536784265,0.024276986852574844,1
ENSGACG00000015892,nsa2,1.054759290861857,0.3965661341074745,1,0.7984724295207999,-0.3965661341074745,1
ENSGACG00000015957,RPL7A,9.048724442656985,-0.21451664595290776,1,10.593067564975945,0.21451664595290776,1
ENSGACG00000016089,rpl28,8.503996782573722,-0.0918834517912046,1,9.142509318013158,0.0918834517912046,1
ENSGACG00000016123,rpl37,4.361290883596561,-0.3254132801348857,1,5.509459763693519,0.3254132801348857,1
ENSGACG00000016598,ak1,1.1623169817063228,0.4008662715411001,1,0.8783196724728798,-0.4008662715411001,1
ENSGACG00000017611,arpc3,1.9568560527831822,0.32192733321471856,1,1.5703291113909064,-0.32192733321471856,1
ENSGACG00000018584,tln1,1.9464472439917824,0.1978371040177841,1,1.703407849644373,-0.1978371040177841,1
ENSGACG00000000474,rpl23,12.275455167990955,-0.23952372276667955,1,14.625353334055983,0.23952372276667955,1
ENSGACG00000005605,atp5mc1,2.5536277568234436,0.11634307105092545,1,2.368801540911706,-0.11634307105092545,1
ENSGACG00000005975,ENSGACG00000005975,1.7243926564419176,0.43472712910106526,1,1.2775558872332797,-0.43472712910106526,1
ENSGACG00000006018,rpsa,6.97043228730747,-0.14467498918436394,1,7.771798314002452,0.14467498918436394,1
ENSGACG00000007836,ENSGACG00000007836,39.67490950988597,0.3325345291395818,1,31.805818442578527,-0.3325345291395818,1
ENSGACG00000009280,ENSGACG00000009280,2.8277263883303076,-0.4178435454840801,1,3.806051914049146,0.4178435454840801,1
ENSGACG00000009661,NDUFA4,1.4607028337264534,0.19582438574016936,1,1.2775558872332797,-0.19582438574016936,1
ENSGACG00000011905,rps2,8.844017869759453,0.07803661568197695,1,8.450499879095132,-0.07803661568197695,1
ENSGACG00000013298,arhgdia,1.4953988630311197,-0.1362587432785063,1,1.6501763543429864,0.1362587432785063,1
ENSGACG00000013555,coro1a,1.7833759062598504,0.1288703509038176,1,1.6368684805176397,-0.1288703509038176,1
ENSGACG00000013895,ENSGACG00000013895,4.0663746345068965,-1.1723181586001075,1,9.248972308615931,1.1723181586001075,1
ENSGACG00000013902,ENSGACG00000013902,4.097601060881096,-0.5160091664561155,1,5.908695978453919,0.5160091664561155,1
ENSGACG00000013918,HBE1,16.584702007630515,0.17490673476013985,1,14.824971441436183,-0.17490673476013985,1
ENSGACG00000014154,si:dkey-159f12.2,9.607330514462113,-0.13535013225204695,1,10.64629906027733,0.13535013225204695,1
ENSGACG00000014635,rpl27,8.483179164990924,-0.24280045974582354,1,10.127291981088812,0.24280045974582354,1
ENSGACG00000014559,rpl3,4.108009869672496,-0.2577224372495044,1,4.950529063028959,0.2577224372495044,1
ENSGACG00000014908,arl6ip1,1.3011010989249883,0.3812993774541641,1,0.9980905369009998,-0.3812993774541641,1
ENSGACG00000015484,fth1b,4.722129588365091,0.603505977870342,1,3.127350348956466,-0.603505977870342,1
ENSGACG00000015499,rplp2l,3.8200328264437653,-0.2829778254799109,1,4.684371586522026,0.2829778254799109,1
ENSGACG00000015752,rpl13,6.810830552506005,-0.06793178781906661,1,7.199559739512545,0.06793178781906661,1
ENSGACG00000015963,cox4i1,1.9429776410613158,0.11903215857856553,1,1.7965629664217997,-0.11903215857856553,1
ENSGACG00000016070,ENSGACG00000016070,6.151605995717344,0.6147629010709279,1,4.045593642905386,-0.6147629010709279,1
ENSGACG00000017042,rps17,4.406395721692626,-0.2966082294566119,1,5.456228268392132,0.2966082294566119,1
ENSGACG00000017200,taldo1,1.377432363395254,0.7805253222008748,1,0.7984724295207999,-0.7805253222008748,1
ENSGACG00000017491,rpl12,5.946899422819813,-0.2581846967705439,1,7.172943991861851,0.2581846967705439,1
ENSGACG00000007990,RPS17,1.2282394373851888,0.03851861341346008,1,1.1977086442811997,-0.03851861341346008,1
ENSGACG00000006703,rps13,5.121133925368754,-0.09039480751442364,1,5.496151889868172,0.09039480751442364,1
ENSGACG00000006523,RPL27A,5.534016674094283,-0.1274673679713496,1,6.095006212008772,0.1274673679713496,1
ENSGACG00000006058,rsl24d1,1.235178643246122,0.09498668461191473,1,1.1577850228051598,-0.09498668461191473,1
ENSGACG00000004968,rpl4,1.3843715692561875,0.07463803922011214,1,1.3174795087093196,-0.07463803922011214,1
augustus_masked-chrY-processed-gene-6.13,augustus_masked-chrY-processed-gene-6.13,0.8812791443385254,-0.4388031641197263,1,1.1977086442811997,0.4388031641197263,1
maker-chrY-augustus-gene-11.16,maker-chrY-augustus-gene-11.16,1.4884596571701865,0.15040554683807672,1,1.344095256360013,-0.15040554683807672,1
